word	definition	part	chapter	author
wīṣum, īṣum ([w]īṣ)	 verb. adj. ms wiāṣum ‘to become (too) little’	verbal_adjective	21	huehnergard
zenûm €	 to hate	verb	21	huehnergard
amūtum	(fem.; pl. rare) (sheep’s) liver; (liver) omen	noun	22	huehnergard
bāb ekallim	‘palace gate’, the umbilical fissure (of the liver)	idiomatic_expression	22	huehnergard
bāʾerum (bāʾer; participle of bârum ‘to fish’; log (^lú)ŠU.ḪA)	 fisherman; also, a class of soldier	noun	22	huehnergard
balum (w/suffix balukka, baluššu, etc.)	 without, without the knowledge/consent of; apart from; ina balum = balum	preposition	22	huehnergard
ekallûm (ekallī-; denominative adj. of ekallum)	 palace official	noun	22	huehnergard
errēšūtum	tenancy (of a field)	noun	22	huehnergard
Girra	the fire god; log. BIL.GI, read GIBIL	divine_name	22	huehnergard
imittum a (fem. and, often in omens, masc.; imitti; fem. of rare adj. imnum ‘right’; log. ZAG)	 right (side), right hand	noun	22	huehnergard
imittum b (imitti; dual imittān; log ZAG)	 shoulder of an animal (cf. emēdum)	noun	22	huehnergard
iškum	testicle	noun	22	huehnergard
kakkum (idiom)	‘weapon’, a distinctive (and portentive) mark on the liver	idiomatic_expression	22	huehnergard
laputtûm	(Sum. lw.) lieutenant (or the like)	noun	22	huehnergard
lū	may/let ... be (injunctive particle for verbless clauses; its negative is lā)	particle	22	huehnergard
mala libbim maṣûm	to have full discretion, to do what one wants (e.g. mala libbīšu imaṣṣi ‘he may do what he wants’)	idiomatic_expression	22	huehnergard
mala maṣû	as far as it extends, as much as there is	idiomatic_expression	22	huehnergard
martum (fem., rarely masc. in omens; originall marratum, the fem. of verb. adj. marrum ‘bitter’; pl. marrātum; log. ZÉ)	 gall bladder; bile, gall	noun	22	huehnergard
maṣṣarum (maṣṣar; pl. maṣṣarū)	 watchman; watch; garrison	noun	22	huehnergard
maṣṣarūtum (maṣṣarūt)	 safe-keeping, custody (cf. naṣārum)	noun	22	huehnergard
maṣûm (v.) (i) 	to be equal to; to amount to, be sufficient for	verb	22	huehnergard
maṣûm (verb. adj.) (maṣi-)	 sufficient, enough; in predicative use, maṣi = is sufficient, enough; amounts to	verbal_adjective	22	huehnergard
mišlānū (pl.)	 half share	noun	22	huehnergard
munaggerum	denouncer	noun	22	huehnergard
naplaštum (naplašti; sf. naplašta-; pl. naplasātum [yes, sîn not šîn])	 flap, lobe (of the liver)	noun	22	huehnergard
nisḫum (or nisiḫtum) (pl. nisḫātum)	 removal	noun	22	huehnergard
PA.PA	captain (or the like); reading uncertain, poss. ša ḫaṭṭātim (‘the one of the scepters’) or UGULA.GIDRU = wakil ḫaṭṭim (‘overseer of the scepter’)	noun	22	huehnergard
padānum	‘path’, a part of the liver near the naplaštum (‘flap, lobe’)	idiomatic_expression	22	huehnergard
pūḫum (pūḫ[i]; pl. pūḫū and pūḫātum)	 substitute, replacement; often in appos. to preceding noun (e.g. eqlam pūḫam idnam ‘give ma a replacement field, a field as replacement’)	noun	22	huehnergard
qūlum	silence, stillness	noun	22	huehnergard
qûm b (base qā-; gen.-acc. pl. qê)	 thread, filament	noun	22	huehnergard
rādum	cloudburst, downpour	noun	22	huehnergard
riksam / riksātum šakānum	to establish an agreement, make out a contract	idiomatic_expression	22	huehnergard
riksum (rikis; pl. riksātum [often = sing.])	 band; contract, agreement, treaty	noun	22	huehnergard
ša ḫaṭṭātim	captain (or similar military commander; lit. ‘the one of the scepters’); possible reading of PA.PA	idiomatic_expression	22	huehnergard
ṣāb nisḫātim rašûm	uncertain, perhaps ‘to have deserters’ or ‘to acquire conscripts’	idiomatic_expression	22	huehnergard
saḫārum (u)	 to go.walk around, surround, circle, curve; to turn, turn around, turn back, rotate, twist (intrans.); to seek, look for, turn to (s.o.)	verb	22	huehnergard
šebērum (e or i)	 to break (trans.)	verb	22	huehnergard
šebrum (šebir-) 	broken	verbal_adjective	22	huehnergard
šēpum (idiom)	‘foot’, a distinctive and portentive mark on the liver (cf. kakkum) (log. AŠ)	idiomatic_expression	22	huehnergard
ṣubbutum	D-stem; to collect, assemble, keep together, attach	verb	22	huehnergard
šumēlum (šumēl; log. GÙB)	 left (side), left hand	noun	22	huehnergard
tabālum (a)	 to take away, carry off, away; to take for oneself, take along (cf. wabālum)	verb	22	huehnergard
wakil ḫattim	captain (or similar military commander; lit. ‘overseer of the scepter’); possible reading of PA.PA	idiomatic_expression	22	huehnergard
annûm ... annûm	one ... the other	idiomatic_expression	23	huehnergard
bašûm (v.) (i) 	to exist; to be present, available; to happen	verb	23	huehnergard
bašûm (verb. adj.) (baši-)	 on hand, available, present (listed in dictionaries as participle, bāšûm); subst. fem. bašītum, ‘goods on hand, etc.’	verbal_adjective	23	huehnergard
bullûm (bullu-)	 adjective, meaning unknown (said of blood in an extispicy omen)	adjective	23	huehnergard
diāšum (i)	 to trample, thresh	verb	23	huehnergard
errū	(pl.) intestines	noun	23	huehnergard
esiḫtum /isiḫtum (e/isiḫti)	 assignment, duty	noun	23	huehnergard
ḫammû	rebels	noun	23	huehnergard
ištīššu	once, one time (often preceded by adi w/same meaning)	adverb	23	huehnergard
izbum	(izib) malformed newborn human or animal (cf. ezēbum)	noun	23	huehnergard
katāmum (a-u)	 to cover	verb	23	huehnergard
kayyānum	normal (cf. kânum); kayyānum kayyānum 'completely normal'	adjective	23	huehnergard
kilallān	both (masc.; nom. kilallūn in southern and Mari OB; gen.-acc. kilallīn)	pronoun	23	huehnergard
kilattān	both (fem.; gen.-acc. kilattīn)	cardinal_number	23	huehnergard
kurrum (abs. kur; log. GUR; Sum. lw.) 	kor (unit of dry measure, = 30 sūtum = ca. 300 l.); syntax of numbers of GUR: ḫamšat kur ûm, 5 ŠE.GUR, w/numbers 1-9 as horiz. wedges)	noun	23	huehnergard
lipûm (lipi-)	 fat	noun	23	huehnergard
manûm (n.) (base manā-; abs. manā; log. MA.NA)	 mina, a unit of weight (60 šiqlum = ca. 500 g)	noun	23	huehnergard
nawûm (nawā-)	 steppeland; area around a town	noun	23	huehnergard
nikurtum / nukurtum	hostility, war	noun	23	huehnergard
pagrum (pagar; pl. pagrū)	 body, corpse; self (often as reflex. prn.: pagarka uṣur ‘guard yourself’)	noun	23	huehnergard
parasrab, parab	5/6, five-sixths (num.; log. KINGUSILA)	fraction	23	huehnergard
qablum (qabal; dual qablān [often = sing.]; log. MURUB_4)	 hip, waist; middle	noun	23	huehnergard
qātam nasāḫum	to withdraw a claim	idiomatic_expression	23	huehnergard
ša akālim	something to eat	idiomatic_expression	23	huehnergard
šabāsum 	 to become angry, annoyed (with s.o.: eli)	verb	23	huehnergard
Šabāṭum (log. ZÍZ.A, where ZÍZ = ÁŠ)	 the eleventh month, Jan.-Feb.	noun	23	huehnergard
šabsum (šabus-)	 angry, annoyed	verbal_adjective	23	huehnergard
šar ḫammê	usurper king	idiomatic_expression	23	huehnergard
šuginûm (log. ^uduŠU.GI.NA [Sum. lw.])	 an offering consisting of sheep	noun	23	huehnergard
sukkulmaḫḫum	a high court official, ‘chief minister’ (log. SUKKAL.MAḪ)	noun	23	huehnergard
šūṣūtum	leasehold estate	noun	23	huehnergard
šūt-rēšim	 court officials, courtiers, commanders	noun	23	huehnergard
sūtum (sūt; abs. sât [?]; pl. šâtum; log. BÁN, etc.)	 seah (unit of dry measure, ca. 10 l.)	noun	23	huehnergard
taqtītum	end	noun	23	huehnergard
ṭebûm (u)	 to sink, become submerged	verb	23	huehnergard
ṭeḫḫum (ṭeḫḫē-)	 neighboring area or region	noun	23	huehnergard
ṭupšarrum (ṭupšar; pl. ṭupšarrū; log. DUB.SAR [SAR = the šar sign]; Sum. lw.)	 scribe (cf. ṭuppum)	noun	23	huehnergard
ubānum (fem.; ubān; pl. ubānātum; log. ŠU.SI) 	finger, toe; a unit of length (ca. 1.67 cm.); part of the liver (‘processus pyramidalis’)	noun	23	huehnergard
ukannūši	they will convict her	verb	23	huehnergard
ālik ḫarrānim	expeditionary force	idiomatic_expression	24	huehnergard
ana dāriātim	forever	adverb	24	huehnergard
appum (appi; dual appān; pl. appātum)	 nose; tip, end, edge	noun	24	huehnergard
atḫûtum	brotherly attitude, relationship, partnership (cf. aḫum)	noun	24	huehnergard
bulluṭum	(D stem) to keep (s.o.) alive, healthy, safe; to heal (trans.)	verb	24	huehnergard
bulṭum (buluṭ)	 life, health (cf. balāṭum)	noun	24	huehnergard
dāriātum	perpetuity, eternity (fem. pl. of verb. adj. dārûm ‘eternal’) 	noun	24	huehnergard
dāriš	forever	adverb	24	huehnergard
dāriš ūmī	forever	adverb	24	huehnergard
dārum (dār[i])	 perpetuity (rare except in dāriš / dāriš ūmī ‘forever’)	noun	24	huehnergard
dārûm (dārī-)	 perpetual, lasting, everlasting	verbal_adjective	24	huehnergard
dummuqum	(D stem) to make good, pleasing; to improve; to treat kindly (with acc. or ana/dative)	verb	24	huehnergard
dunnunum	(D stem) to strengthen, fortify, reinforce; to speak severely; in hendiadys: to do s.th. forcefully	verb	24	huehnergard
gerseqqûm (base gerseqqā; log. GÌR.SÌ.GA; Sum. lw.)	 an attendant, domestic (attached to the palace or a temple)	noun	24	huehnergard
gummurum	(D stem) = G (gamārum ‘bring to an end’, etc.); also, ‘to pay in full’	verb	24	huehnergard
ḫāʾirum / ḫāwirum	(first) husband (participle of ḫiārum)	noun	24	huehnergard
ḫiārum (G [a-i])	 to choose a mate	verb	24	huehnergard
ḫīrtum (ḫīrti; sf. ḫīrta-; pl. ḫīrātum)	 wife (of equal status with the husband) (verbal adj. of ḫiārum)	noun	24	huehnergard
ḫuddûm	(D stem) to make happy	verb	24	huehnergard
ḫulluqum	(D stem) to make disappear, let escape, destroy	verb	24	huehnergard
ḫuppudum	(D stem) to blind (perf. 3cs uḫtappid)	verb	24	huehnergard
ḫuppûm	(D stem) = G (ḫepûm ‘smash’, etc.)	verb	24	huehnergard
kubbutum	(D stem) to honor, show respect to; to aggravate, make difficult	verb	24	huehnergard
kullumum	(D stem; not in G) to show, reveal (s.th. to s.o.: double acc.); to produce (a person, document)	verb	24	huehnergard
kunnušum	(D stem) to bend; to make submissive	verb	24	huehnergard
kuššudum	(D stem) to pursue, chase (away), exile; to approach; to conquer	verb	24	huehnergard
kuṣṣurum	(D stem) = G (kaṣārum ‘bind’, etc.)	verb	24	huehnergard
lamādum (G [a; imperative irreg.: limad])	 to learn, study; to become aware of, informed of; to understand; to know sexually	verb	24	huehnergard
lišānum (fem., rarely masc.; lišān; ppl. lišānātum, rarely lišānū; log. EME)	 tongue; language, speech	noun	24	huehnergard
lubburum	(D stem) to make last, prolong (the life of)	verb	24	huehnergard
lummudum	(D stem) to inform, teach	verb	24	huehnergard
mādiš azziq	I became very upset	idiomatic_expression	24	huehnergard
manûm (v.) (G [u])	 to count; to include; to hand over, deliver	verb	24	huehnergard
manûm (verb. adj.) (mani-)	 counted, included, delivered (cf. manûm [n.] ‘mina’)	verbal_adjective	24	huehnergard
maṣraḫum	cystic duct (?) (joins the gallbladder to the common bile duct [Wikipedia])	noun	24	huehnergard
muddudum	(D stem) = G (madādum, ‘measure out’, etc.)	verb	24	huehnergard
muḫḫurum	(D stem) to approach; to make accept	verb	24	huehnergard
muḫḫuṣum	(D stem) = G (maḫāṣum ‘strike’, etc.)	verb	24	huehnergard
mullûm	(D stem) to fill (s.th.: acc.; with s.th.: acc.); to pay or deliver in full; to assign	verb	24	huehnergard
muṣṣûm	(D stem) to make reach, release	verb	24	huehnergard
nukkurum	(D stem) to change, alter (trans.); to move, remove	verb	24	huehnergard
nukkusum	(D stem) = G (nakāsum ‘cut down’, etc.)	verb	24	huehnergard
nussuḫum	(D stem) = G (nasāḫum, ‘remove’, etc.)	verb	24	huehnergard
nussuqum	(D stem) = G (nasāqum ‘remove’, etc.)	verb	24	huehnergard
puḫḫurum	(D stem) to gather, collect, assemble (trans.)	verb	24	huehnergard
puqqudum	(D stem) = G (paqādum ‘deliver’, etc.)	verb	24	huehnergard
purrusum	(D stem) = G (parāsum ‘divide’, etc.)	verb	24	huehnergard
puššuḫum	(D stem) to pacify, soothe, calm	verb	24	huehnergard
puššurum	(D stem) = G (pašārum ‘loosen’, etc.)	verb	24	huehnergard
puttûm	(D stem) = G (petûm ‘open’)	verb	24	huehnergard
puṭṭurum	(D stem) = G (paṭārum ‘loosen’, etc.)	verb	24	huehnergard
qurrubum	(D stem) to bring/send near; to present, offer	verb	24	huehnergard
rubbûm	(D stem) to make large, great; to raise (offspring), raise (in rank)	verb	24	huehnergard
ruddûm	(D stem) to add to, contribute to (i.e. ‘to make follow’)	verb	24	huehnergard
ruppušum	(D stem) to widen, broaden	verb	24	huehnergard
sekretum (sekret; pl. sekrētum; pseudo-log. ^míZI.IK.RUM/RU.UM)	 a (cloistered?) woman of high status	noun	24	huehnergard
šerʾānum (šerʾān)	 band, strip; vein, artery, tendon, sinew	noun	24	huehnergard
šubburum	(D stem) = G (šebērum ‘break’)	verb	24	huehnergard
ṣubbutum	(D stem) = G (ṣabātum ‘seize’, etc.)	verb	24	huehnergard
suddurum	(D stem) = G (sadārum ‘arrange’, etc.)	verb	24	huehnergard
suḫḫupum	(D stem) = G (saḫāpum ‘overwhelm’, etc.)	verb	24	huehnergard
suḫḫurum	(D stem) to turn around, aside, divert; to turn away, back, send away, back, repel, expel	verb	24	huehnergard
šullumum	(D stem) to keep whole, well, safe; to heal (trans.); to preserve, take care of; to conduct or deliver safely; to make good, replace in full; to complete	verb	24	huehnergard
šulmum (šulum)	 well-being, health; wish for well-being, greeting (cf. šalāmum)	noun	24	huehnergard
tarbītum (tarbīt)	 offspring; adopted child (cf. rabûm a, rubbûm 'to rear')	noun	24	huehnergard
tībum (tīb[i])	 rise, uprising, attack, onslaught	noun	24	huehnergard
tībum kašdum	successful attack	idiomatic_expression	24	huehnergard
tukkulum	(D stem) to cause to trust; to encourage; to make trustworthy	verb	24	huehnergard
tummûm	(D stem) to make swear, adjure, bind by oath	verb	24	huehnergard
zukkûm	(D stem) to cleanse, clear, winnow; to free, release	verb	24	huehnergard
abbuttum (abbutti)	 characteristic hairstyle of slaves	noun	25	huehnergard
aldûm (base aldu; log. AL.DÙ(.A); Sum. lw.)	 store of barley	noun	25	huehnergard
ašar ištēn	in one place	idiomatic_expression	25	huehnergard
ebbum (ebb-; fem. ebbetum)	 clean, pure, holy; shining, polished; trustworthy	verbal_adjective	25	huehnergard
ebēbum (G [i])	 to become clean	verb	25	huehnergard
eli X mimma ul īšû	they have no claim to X	idiomatic_expression	25	huehnergard
epēsum	(G) to object (rare)	verb	25	huehnergard
erēšum b (G [i])	 to (plow and) seed, plant, cutivate (a field) 	verb	25	huehnergard
esērum a (G [i])	 to enclose, shut in	verb	25	huehnergard
esērum b (G [i])	 to press (s.o.: acc.; for payment, silver: acc.), put under pressure, collect	verb	25	huehnergard
gallābum (gallāb; log. ŠU.I)	 barber	noun	25	huehnergard
gerûm (G [e])	 to be hostile; to start a lawsuit (intrans.), sue (trans.)	verb	25	huehnergard
gullubum	(D; not in G) to shave	noun	25	huehnergard
gurrûm	(D stem) = G (gerûm ‘to start a lawsuit’, etc.)	verb	25	huehnergard
ḫasiḫ	he is in need (of: ana)	predicative_construction	25	huehnergard
idam lā tušaršâm	do not raise objections (Š stem of rašûm prohib. 2cp + vent.)	idiomatic_expression	25	huehnergard
kapāṣum (G [i])	 to bend, curl, droop	verb	25	huehnergard
lapātum (G [a-u])	 to touch; to strike; to apply, smear (s.o. or s.th.); to assign (workers to a task)	verb	25	huehnergard
liātum (pl. of lītum/littum; log. ÁB.GUD.ḪI.A)	 cattle, bovines (of both sexes)	noun	25	huehnergard
lītum / littum (b.f. līt[i], litti; log. ÁB [but in OB ÁB us. = arḫum ‘cow])	 cow	noun	25	huehnergard
lupputum	(D stem) to touch, smear; to tarry, delay	verb	25	huehnergard
miqittum	downfall (cf. maqātum)	noun	25	huehnergard
napāḫum (G [a-u])	 to blow (s.th.; to light (a fire, stove); to become visible, shine, light up	verb	25	huehnergard
napḫum (napiḫ-)	 kindled, burning, shining; swollen, bloated	verbal_adjective	25	huehnergard
našpakum (našpak; pl. našpakātum; log. (É.)Ì.DUB)	 storage area for barley, dates, etc.; granary, silo; also (w/log. [^giš]MÁ.Ì. DUB) cargo boat (cf. šapākum)	noun	25	huehnergard
nērtum	§murder; in CH §§1 ‘(a charge of) murder (cf. nêrum)§	noun	25	huehnergard
pānum b (log. NIGIDA)	 a measure of dry volume/capacity = 6 sūtum or 60 qûm	noun	25	huehnergard
qibītum (qibīt; pl. qibiātum)	 word, utteranc, instruction, order, command (cf. qabûm)	noun	25	huehnergard
qûm (base qa-; log. SILA_3)	 .1 sūtum (ca. 1 liter)	noun	25	huehnergard
rēqum	far, distant	adjective	25	huehnergard
rēš eqlim	destination	idiomatic_expression	25	huehnergard
ša qāt(i)	(log. NÍG.ŠU) in the charge of, under the authority of (written syllabically before prn. sf., logogram before PNs) 	idiomatic_expression	25	huehnergard
šalûm (i)	 to dive, plunge into (+acc.)	verb	25	huehnergard
sanāqum	(G [i]) to arrive at, reach; to approach with a claim, proceed against (+ ana/dat.); to check, control, supervise; to question; to investigate, go into (a matter)	verb	25	huehnergard
šatammum (šatam; Sum. lw.)	 clerk, administrator	noun	25	huehnergard
šattum / šattun	his/hers (fs nom. 3cs possessive adj.)	adjective	25	huehnergard
šērtam esērum	to impose a penalty, punishment	idiomatic_expression	25	huehnergard
šubtum (šubat; pl. šubātum)	 dwelling, residence (cf. wašābum)	noun	25	huehnergard
šûm	his/hers (ms nom. 3cs possessive adj.; gen. šêm, acc. šuʾam [šâm])	adjective	25	huehnergard
šunûm	theirs (ms nom. 3cp possessive adj.; gen. šunîm, acc. šuniam)	adjective	25	huehnergard
šûttum / šûttun	his/hers (mp nom. 3cs possessive adj.)	adjective	25	huehnergard
tašna	double, doubly	adverb	25	huehnergard
tazkītum	purification, cleansing; release, dissolution (cf. zakûm)	noun	25	huehnergard
ṭulīmum	spleen	noun	25	huehnergard
ubbubum	(D stem) to clean, purify; to clear (of claims), clear oneself	verb	25	huehnergard
ubburum	(D stem; G abārum rare) to accuse	verb	25	huehnergard
uddušum	(D stem) to renew, restore; renew efforts (?; in TLB 4, pl. 9 LB 1897 = Frankena, AbB 3 15, p. 429)	verb	25	huehnergard
uḫḫuzum	(D stem) to mount, set, overly (s.th.: acc.; in/with a precious material: acc.)	verb	25	huehnergard
uktīn	(D stem perf.) he has convicted	verb	25	huehnergard
ullûm	(D stem) to raise, elevate, extol	verb	25	huehnergard
ūmam rēqam, ina ūmim rēqim	some time	idiomatic_expression	25	huehnergard
ummiānum	(ummiān; pl. ummiānū; log. UM.MI.A) artisan; scholar, expert; money lender	noun	25	huehnergard
ummudum	(D stem) to lean, push, rest, set (s.th.) on, against (s.th.)	verb	25	huehnergard
unnušum	(D stem) to make weak, weaken (trans.)	verb	25	huehnergard
uppusum	(D) = G (epēsum ‘to object’; rare)	verb	25	huehnergard
uppušum	(D stem) = G (epēšum ‘to do’, etc.; not common in OB)	verb	25	huehnergard
urrukum	(D stem) to lengthen, extend, prolong; to delay	verb	25	huehnergard
ussurum	(D stem) to enclose, take captive)	verb	25	huehnergard
ussurum	(D stem) = G (esērum ‘to press’, etc.)	verb	25	huehnergard
wulludum, ulludum	(D stem) to bear, beget (many offspring; i.e., pluralic)	verb	25	huehnergard
wuṣṣubum, uṣṣubum	(D stem) = G (waṣābum ‘to add [to]’, etc.; not common in OB)	verb	25	huehnergard
wuššurum / uššurum	(D stem; not in G) to release, set free	verb	25	huehnergard
wutturum, utturum	(D stem) to augment, increase	verb	25	huehnergard
zērum (zēr[i]; pl. zērū; log. NUMUN and ŠE.NUMUN)	 seed; (male) descendants, progeny, offspring	noun	25	huehnergard
zikarum / zikrum (b.f. zikar; pl. zikarū; log. NITA[Ḫ]_2 [=ÌR])	 male; man	noun	25	huehnergard
adi (conj.)	until, as long as, while	conjunction	26	huehnergard
adi ... lā	before	conjunction	26	huehnergard
ak-kīma	as, according as	conjunction	26	huehnergard
ana kīma	as, according as	conjunction	26	huehnergard
ana ša	(rare) because (of the fact that	conjunction	26	huehnergard
andurārum (andurār)	 freedom, manumission (of slaves); remission (of debts); the most aesthetically pleasing word in the Akkadian language (Ed.)	noun	26	huehnergard
ašar	where(ever); when, what (rarely)	conjunction	26	huehnergard
ašar ištēn	(in) one place	idiomatic_expression	26	huehnergard
ašrum (ašar; pl. ašrū and ašrātum) 	place, locale, setting	noun	26	huehnergard
aššum (conj.)	because; so that (rarely, esp. Mari)	conjunction	26	huehnergard
bitiqtum (bitiqti)	 deficit, loss (cf. batāqum)	noun	26	huehnergard
edûm / idûm	(G, III-e, irreg.) to know, be experienced, familiar with	verb	26	huehnergard
elēlum	(G [i]) to become pure, clean, free (of debt)	verb	26	huehnergard
ellum (ell-; fem. elletum) 	clean, pure, holy, free	verbal_adjective	26	huehnergard
ēma (conj.) (rarely ēm)	 where(ever)	conjunction	26	huehnergard
ēma (prep.) (rarely ēm)	 in/at every place/time of	preposition	26	huehnergard
ḫašûm (ḫaša-)	 lung(s), entrails	noun	26	huehnergard
ina (conj.)	as long as, while (us. in legal expressions, before predicative Verb. Adjs. and forms of edûm)	conjunction	26	huehnergard
ina ūm	when, as soon as, after, at the time that, while	conjunction	26	huehnergard
inu	(poetic / archaizing) when, as soon as, after, at the time that, while	conjunction	26	huehnergard
inūma	when, as soon as, after, at the time that, while	conjunction	26	huehnergard
ištu (conj.)	after, as soon as, since; (rarely) causal: because, since	conjunction	26	huehnergard
išûm	(G, III-u, irreg.) to have, own	verb	26	huehnergard
ittanaššīši	will support her	verb	26	huehnergard
kallatum (kallat; pl. kallātum; log. É.GI_4/GI.A) 	daughter-in-law, bride	noun	26	huehnergard
kī	as soon as, when (alternate, poetical form of kīma)	conjunction	26	huehnergard
kīma (conj.)	as soon as, when; that, the fact that; as, according as; (rarely) because, so that; 	conjunction	26	huehnergard
kīma ša	as if	conjunction	26	huehnergard
lāma (conj.)	before	conjunction	26	huehnergard
lāma (prep.)	before (temporal)	preposition	26	huehnergard
larûm (lari-)	 brach, fork	noun	26	huehnergard
lū tīde	know! ; may you know (format of imper./prec. for edûm and išûm)	verb	26	huehnergard
maḫrīka	where you are (lit. “before you”)	idiomatic_expression	26	huehnergard
muṣûm	(mūṣā-) exit (cf. waṣûm)	noun	26	huehnergard
nepûm	(G [e]) to distrain, take as pledge, distress	verb	26	huehnergard
nipûtum	person or animal taken as pledge or distress / distrainment (fs nom. verb. adj. of nepûm)	noun	26	huehnergard
nudunnûm (vbase nudunnā-)	 gift, dowry	noun	26	huehnergard
nukurtum / nikurtum (b.f. nukurti/nikurti; sf. nukurta-/nikurta-; pl. nukurātum)	 war; hostility, enmity 	noun	26	huehnergard
qadum	until, as long as, while (rare alternate form of adi)	conjunction	26	huehnergard
ša X-ma	belongs to X only	idiomatic_expression	26	huehnergard
šaḫāṭum	(G [i]) to jump (up), leap; to attack; to twitch	verb	26	huehnergard
šammum (šammi; pl. šammū [oft. = sg.]; log. Ú)	 plant, grass; herb, drug; hay, fodder	noun	26	huehnergard
ṣiātum (pl. of ṣītum)	 distant time (past or future)	noun	26	huehnergard
ṣibit ṭēmim išûm	to take action	idiomatic_expression	26	huehnergard
ṣīt pîm	utterance, command	noun	26	huehnergard
ṣīt šamšim	sunrise, east	idiomatic_expression	26	huehnergard
ṣītum(ṣīt; pl. ṣiātum)	 rise, rising (of sun), east; emergence, birth, origin; produce, product; lease; expenditure, loss; departure (cf. waṣûm)	noun	26	huehnergard
šugītum (šugīt; log. ^mí ŠU.GI_4; Sum. lw.)	 a junior or second wife (to a nadītum)	noun	26	huehnergard
ṣūmum (ṣūm[i])	 thirst	noun	26	huehnergard
tadmiqtum (tadmiqti)	 interest-free advance (for a business trip)	noun	26	huehnergard
tayyartum	return; pardon (in 31 iv 7-11 on p. 294: ‘coiling’?)	noun	26	huehnergard
ullulum	(D) to purify, keep pure; to declare innocent, free (of deb); to consecrate (to a god)	verb	26	huehnergard
ūm	when, as soon as, after, at the time that, while	conjunction	26	huehnergard
ūm ṣiātum (ṣiātum = pl. of ṣītum)	 distant time (past or future)	idiomatic_expression	26	huehnergard
wakil Amurrîm	“the overseer of the Amorite”, a high military officer	idiomatic_expression	26	huehnergard
warka, warki (conj.)	after (in OB only in expressions involving death, e.g. warka abum ...ittalku ‘after the father has gone’)	conjunction	26	huehnergard
wuddûm / uddûm (D)	 to mark, assign; to make known, reveal, inform; to recognize, identify	verb	26	huehnergard
X Y eli Z īšu	Z owes X to Y	idiomatic_expression	26	huehnergard
zêrum (G [e])	 to dislike, hate; to reject; to avoid	verb	26	huehnergard
adānum, adannum (b.f. adān, adanni; pl. adānātum, adannātum; also ḫadānum)	 appointed time, a specified period of time; a specific date	noun	27	huehnergard
aḫītum (aḫīt; subst. fem. of aḫûm)	 additional payment; misfortune; secrecy; pl. also: outskirts, outlying regions; dependents	noun	27	huehnergard
Amurrum (log. ^dMAR.TU)	 a god	divine_name	27	huehnergard
Anum (log. AN, AN-num; Sum. lw.) 	sky god, head of the pantheon	divine_name	27	huehnergard
būrum (būr[i]; log. BÙR[.IKU]; Sum. lw.)	 a measure of area (about 6.5 hectares)	noun	27	huehnergard
egûm (G [i or u])	 to be careless, negligent (concerning: ana or aššum)	verb	27	huehnergard
enēqum (G)	 to suck	verb	27	huehnergard
entum (log. NIN.DINGIR[.RA]); Sum. lw.)	 high priestess	noun	27	huehnergard
enûm (G [i])	 to change, invert, revoke	verb	27	huehnergard
gullubum (D [not in G])	 to shave (off)	verb	27	huehnergard
ḫadānum (also adānum, adannum)	 appointed time, a specified period of time; a specific date	noun	27	huehnergard
ḫiṭītum (ḫiṭīt)	 damage, negligence, fault, crime	noun	27	huehnergard
idam šuršûm	to raise objections	idiomatic_expression	27	huehnergard
kiššātum (always pl.)	 debt-servitude	noun	27	huehnergard
mala libbi X šumṣûm	to give X full discretion	idiomatic_expression	27	huehnergard
migrum (migir; pl. migrātum)	 favorite, person endowed with favor (of the gods or kings)	noun	27	huehnergard
mušaddinum	collector (of taxes, etc.)	noun	27	huehnergard
mušēniqtum (Š Participle, enēqum ‘to suck’)	 wet-nurse	noun	27	huehnergard
muttatum (muttat)	§ half; in CH §§127 (p. 305) half (of one’s hair)§	noun	27	huehnergard
narāmum (narām)	 beloved one, favorite	noun	27	huehnergard
naṭûm (G [u])	 to hit, beat	verb	27	huehnergard
pissātum (pissāt)	 lameness	noun	27	huehnergard
qātātim leqûm	to go surety, to guarantee	idiomatic_expression	27	huehnergard
qātātum (pl. of qātum)	 surety, guarantee	noun	27	huehnergard
rakāsum (G [a-u])	 to bind, tie (on), wrap up; to put on, equip oneself with; to attack; rukkusum D = G; to contract (w/s.o.) (cf. riksum)	verb	27	huehnergard
reʾûm (G [i]; conj. like leʾûm)	 to tend, pasture (flocks); to graze (said of sheep)	verb	27	huehnergard
rukkusum (D = G [rakāsum])	 to bind, tie (on), wrap up; to put on, equip oneself with; to attack; to contract (w/s.o.) (cf. riksum)	verb	27	huehnergard
šamaššammum (oft. pl. šamaššammū; log. ŠE.GIŠ.Ì [also ŠE.Ì.GIŠ at Mari])	 an oil-producing plant and its seed, probably sesame, or flax, linseed	noun	27	huehnergard
ṣēnum ([fem.] us. pl. ṣēnū [still fem.!] [log. U_8.UDU.ḪI.A, also read USDUḪA])	 sheep; sheep and goats; flock (of sheep and goats) 	noun	27	huehnergard
šubšûm (Š stem)	 to make appear, produce, create	verb	27	huehnergard
šuddûm	 to cause to throw, drop, abandon; to let (a field) go fallow; to reduce to ruins	verb	27	huehnergard
šuddunum	 to cause to give, hand over, sell; to collect (taxes, etc.)	verb	27	huehnergard
šukkurum	 to cause to rebel, cause enmity	verb	27	huehnergard
